month,temp,RH,wind,area
6,30.77777777777778,15.9,16.4153088,1
6,25.77777777777778,16.2,14.323161600000002,1
8,29.333333333333332,33.5,13.0356864,1
7,29.055555555555554,30.7,14.484096000000001,1
5,25.333333333333332,29.5,17.0590464,1
3,19.166666666666668,13.1,18.990259200000004,1
6,29.444444444444446,22.9,11.587276800000001,1
5,31.500000000000004,10.2,22.369881600000003,1
11,16.055555555555554,27.1,41.6820096,1
4,25.72222222222222,11.8,17.2199808,1
6,20.444444444444443,11.7,39.1070592,1
11,-0.5555555555555556,43.4,16.2543744,1
3,19.388888888888893,9.8,16.737177600000003,1
6,36.166666666666664,10.2,27.6807168,1
3,18.722222222222225,15.9,33.3134208,1
3,19.388888888888893,9.8,16.737177600000003,1
5,22.888888888888893,20.1,19.955865600000003,1
6,32.72222222222223,13.7,18.6683904,1
7,27.666666666666664,12.7,25.2667008,1
6,25.05555555555555,17.7,20.599603200000004,1
7,28.55555555555556,21.8,18.185587200000004,1
6,25.05555555555555,22.5,9.3341952,1
6,28.833333333333336,12.5,22.369881600000003,1
6,21.166666666666664,13.5,16.576243200000004,1
7,30.05555555555555,10.7,11.104473600000002,1
7,28.333333333333336,20.3,5.632704,1
7,30.944444444444446,27.1,10.6216704,1
7,35.27777777777778,19.1,18.0246528,1
6,31.666666666666664,10.6,9.3341952,1
7,29.055555555555554,33.6,10.460736,1
7,23.388888888888886,16.0,7.2420480000000005,1
6,32.77777777777778,12.0,14.6450304,1
7,26.27777777777778,9.3,16.576243200000004,1
6,23.94444444444444,14.1,1.4484096000000002,1
6,17.055555555555557,7.7,13.0356864,1
7,32.16666666666667,9.6,11.909145600000002,1
7,30.27777777777778,11.5,8.04672,1
7,28.333333333333336,17.9,5.4717696,1
9,32.05555555555556,31.5,31.382208000000002,1
7,21.333333333333336,20.9,23.174553600000003,1
7,31.166666666666664,13.1,4.988966400000001,1
9,27.5,28.7,5.793638400000001,1
6,29.055555555555554,14.2,7.563916800000001,1
6,21.500000000000004,25.1,29.6119296,1
9,25.611111111111107,29.4,4.184294400000001,1
8,28.000000000000004,20.8,20.760537600000003,1
11,13.833333333333332,22.0,14.162227200000002,1
10,10.055555555555555,49.8,0.0,1
7,29.555555555555557,26.2,8.690457600000002,1
9,20.833333333333336,28.5,11.104473600000002,1
4,21.333333333333336,15.1,8.690457600000002,1
6,31.500000000000004,9.8,14.6450304,1
7,29.333333333333332,20.4,16.576243200000004,1
6,23.333333333333336,18.5,13.0356864,1
6,26.666666666666664,14.2,7.563916800000001,1
7,27.166666666666668,24.7,14.0012928,1
7,26.11111111111111,21.8,15.771571200000002,1
7,33.833333333333336,18.5,24.14016,1
6,23.88888888888889,22.8,12.2310144,1
7,24.388888888888893,29.0,11.587276800000001,1
6,22.55555555555555,37.7,23.013619200000004,1
6,24.611111111111107,8.3,28.646323200000005,1
7,23.333333333333336,41.0,0.0,1
7,26.38888888888889,40.8,9.977932800000001,1
6,32.11111111111111,9.5,11.587276800000001,1
9,24.27777777777778,24.2,5.3108352,1
8,30.666666666666668,11.9,11.104473600000002,1
7,22.111111111111107,23.7,20.760537600000003,1
7,28.166666666666668,19.0,10.1388672,1
7,24.499999999999996,41.5,5.149900800000001,1
9,26.22222222222222,23.3,6.437376,1
9,22.277777777777775,19.4,5.954572800000001,1
8,28.72222222222222,23.5,6.2764416,1
9,22.833333333333332,28.9,9.3341952,1
10,12.388888888888888,45.0,20.2777344,1
10,20.444444444444443,23.3,4.184294400000001,1
7,30.444444444444443,13.2,17.2199808,1
11,15.72222222222222,28.9,16.4153088,1
11,19.499999999999996,22.3,14.8059648,1
10,16.333333333333332,24.4,35.566502400000005,1
11,12.666666666666666,18.6,16.4153088,1
7,29.72222222222222,20.7,2.414016,1
2,5.555555555555555,29.6,19.312128,1
1,18.833333333333336,5.5,70.4892672,1
3,20.0,8.8,14.6450304,1
4,12.11111111111111,25.1,20.2777344,1
7,30.27777777777778,20.3,13.679424000000001,1
2,9.777777777777779,25.0,25.427635200000005,1
7,16.166666666666668,41.4,0.0,1
8,25.05555555555555,10.7,11.104473600000002,1
8,35.66666666666667,7.9,20.599603200000004,1
8,18.833333333333336,38.0,11.909145600000002,1
9,29.22222222222222,22.9,10.782604800000001,1
8,32.16666666666667,13.9,13.0356864,1
8,27.833333333333332,20.6,7.563916800000001,1
9,13.833333333333332,61.9,11.587276800000001,1
8,26.999999999999996,10.2,6.1155072,1
7,26.666666666666664,33.7,7.563916800000001,1
8,27.22222222222222,27.9,1.7702784000000003,1
8,27.5,10.4,13.0356864,1
8,29.333333333333332,8.8,7.563916800000001,1
7,34.44444444444444,22.7,13.0356864,1
7,27.61111111111111,42.0,26.8760448,1
8,11.38888888888889,34.9,30.8994048,1
7,26.166666666666664,36.3,9.3341952,1
8,25.05555555555555,9.5,22.369881600000003,1
8,30.05555555555555,16.2,13.0356864,1
8,19.444444444444443,45.0,7.7248512,1
8,21.333333333333336,25.9,4.184294400000001,1
9,25.666666666666668,15.1,0.0,1
3,19.66666666666667,12.8,14.0012928,1
8,30.666666666666668,12.8,22.369881600000003,1
9,13.055555555555555,26.0,13.8403584,1
8,32.83333333333333,13.3,16.576243200000004,1
8,21.77777777777778,20.8,11.909145600000002,1
10,19.499999999999996,30.3,6.9201792,1
8,29.333333333333332,15.7,18.346521600000003,1
9,17.444444444444443,21.0,28.646323200000005,1
8,30.05555555555555,16.0,11.265408,1
10,22.22222222222222,21.0,34.1180928,1
11,19.66666666666667,22.2,22.369881600000003,1
7,31.77777777777778,14.3,20.921472,1
8,22.44444444444445,40.0,3.0577536,1
9,28.833333333333336,18.1,19.6339968,1
8,17.0,22.0,30.255667200000005,1
8,17.444444444444443,35.9,0.0,1
11,11.77777777777778,7.9,11.909145600000002,1
11,16.666666666666668,23.8,24.783897600000003,1
9,28.000000000000004,24.9,10.6216704,1
7,33.55555555555556,19.5,6.1155072,1
8,28.333333333333336,28.5,16.576243200000004,1
10,23.833333333333336,26.3,0.0,1
10,26.666666666666664,22.3,7.2420480000000005,1
8,28.833333333333336,25.3,9.0123264,1
4,21.999999999999996,34.1,15.771571200000002,1
4,20.0,32.0,12.07008,1
4,23.833333333333336,20.8,3.5405568000000005,1
7,28.833333333333336,28.6,7.2420480000000005,1
4,22.166666666666668,16.6,18.346521600000003,1
10,18.555555555555557,19.4,10.460736,1
8,28.333333333333336,14.1,0.0,1
4,22.833333333333332,18.1,0.0,1
2,15.666666666666668,18.7,25.910438400000004,1
7,18.333333333333332,35.4,21.0824064,1
10,16.666666666666668,20.4,16.576243200000004,1
7,30.05555555555555,32.8,14.0012928,1
8,18.333333333333332,60.4,9.0123264,1
10,15.055555555555555,35.9,20.1168,1
4,26.166666666666664,14.2,32.5087488,1
4,25.999999999999996,14.1,32.5087488,1
4,25.888888888888886,14.1,32.5087488,1
5,17.83333333333333,30.1,31.7040768,1
10,21.944444444444446,15.0,13.679424000000001,1
11,12.166666666666666,25.3,5.4717696,1
6,27.888888888888893,20.7,19.151193600000003,1
10,21.11111111111111,20.5,11.265408,1
10,19.27777777777778,17.0,22.8526848,1
10,22.166666666666668,13.2,36.693043200000005,1
8,26.999999999999996,20.5,11.587276800000001,1
9,22.166666666666668,19.3,27.6807168,1
10,16.666666666666668,24.3,0.0,1
8,30.666666666666668,13.9,38.9461248,1
11,10.055555555555555,12.8,7.885785600000001,1
6,32.83333333333333,10.9,16.576243200000004,1
9,21.833333333333332,37.4,13.1966208,1
7,28.333333333333336,15.9,14.8059648,1
7,32.666666666666664,15.0,21.8870784,1
6,24.333333333333332,20.9,9.0123264,1
10,20.166666666666664,21.4,7.885785600000001,1
7,25.555555555555554,15.7,13.0356864,1
9,22.666666666666664,12.4,21.8870784,1
9,19.333333333333332,15.1,5.4717696,1
7,20.555555555555554,24.1,23.818291200000004,1
7,23.000000000000004,11.6,6.2764416,1
6,33.333333333333336,24.0,16.576243200000004,1
8,29.333333333333332,41.8,25.910438400000004,1
10,19.388888888888893,26.1,22.208947200000004,1
7,32.72222222222223,6.5,46.02723840000001,1
7,23.444444444444446,36.1,22.369881600000003,1
7,22.833333333333332,47.2,20.760537600000003,1
5,15.111111111111112,23.5,35.083699200000005,1
6,26.333333333333336,18.3,11.909145600000002,1
6,25.333333333333332,33.3,17.0590464,1
7,25.77777777777778,45.0,16.4153088,1
10,23.833333333333336,15.5,11.7482112,1
7,22.666666666666664,24.2,38.9461248,1
5,23.666666666666664,19.9,17.2199808,1
8,25.833333333333336,19.8,13.357555200000002,1
7,32.83333333333333,18.3,16.576243200000004,1
7,33.833333333333336,15.3,9.3341952,1
9,29.333333333333332,30.1,13.0356864,1
5,30.05555555555555,16.2,21.8870784,1
7,31.166666666666664,20.9,0.0,1
8,30.05555555555555,18.3,7.2420480000000005,1
7,31.666666666666664,16.7,10.9435392,1
7,27.166666666666668,21.4,11.909145600000002,1
7,25.05555555555555,35.8,0.0,1
7,24.333333333333332,13.2,0.0,1
6,24.333333333333332,13.2,33.15248640000001,1
7,25.05555555555555,29.8,0.0,1
6,36.166666666666664,10.2,9.0123264,1
6,32.16666666666667,10.7,20.1168,1
7,23.333333333333336,43.0,14.8059648,1
9,26.166666666666664,23.8,18.346521600000003,1
4,11.666666666666668,32.4,16.576243200000004,1
7,31.166666666666664,15.8,18.346521600000003,1
7,31.166666666666664,15.8,18.346521600000003,1
1,9.222222222222223,18.2,40.2336,1
7,35.05555555555555,9.1,21.8870784,1
7,25.555555555555554,26.0,15.127833600000002,1
7,31.166666666666664,15.8,18.346521600000003,1
7,25.05555555555555,29.8,9.0123264,1
8,25.27777777777778,31.6,31.543142400000004,1
8,27.5,25.3,21.2433408,1
6,31.666666666666664,11.6,29.450995200000005,1
6,26.166666666666664,10.4,34.9227648,1
7,29.333333333333332,11.7,16.576243200000004,1
7,30.555555555555554,10.9,21.8870784,1
8,23.88888888888889,27.6,15.288768000000001,1
6,24.333333333333332,13.2,16.576243200000004,1
7,24.333333333333332,27.4,16.576243200000004,1
8,30.05555555555555,25.9,19.312128,1
6,27.722222222222225,34.2,24.944832,1
8,32.05555555555556,21.6,16.09344,1
3,11.166666666666668,33.2,23.818291200000004,1
4,26.166666666666664,36.3,29.450995200000005,1
7,39.33333333333333,15.9,14.8059648,1
7,39.33333333333333,15.9,14.8059648,1
7,33.333333333333336,29.9,16.576243200000004,1
7,28.833333333333336,25.5,5.4717696,1
7,32.16666666666667,36.8,7.2420480000000005,1
7,32.16666666666667,36.8,7.2420480000000005,1
7,32.16666666666667,35.7,3.5405568000000005,1
7,30.72222222222222,29.9,10.460736,1
7,30.666666666666668,29.9,10.460736,1
8,35.44444444444444,17.0,25.910438400000004,1
7,33.27777777777778,31.6,19.4730624,1
7,33.22222222222222,8.1,30.8994048,1
5,23.833333333333336,17.4,23.818291200000004,1
4,25.444444444444443,15.6,14.966899200000002,1
6,25.333333333333332,54.4,20.2777344,1
6,30.444444444444443,16.4,22.6917504,1
6,32.27777777777777,11.9,5.4717696,1
7,30.555555555555554,12.7,14.966899200000002,1
7,31.555555555555554,14.4,26.0713728,1
7,32.388888888888886,12.5,26.715110400000004,1
7,31.38888888888889,16.0,26.8760448,1
7,26.05555555555556,32.7,23.013619200000004,1
7,29.611111111111107,24.7,15.771571200000002,1
9,26.44444444444444,21.9,14.8059648,1
6,27.166666666666668,17.7,7.2420480000000005,1
6,25.05555555555555,40.1,18.346521600000003,1
6,25.05555555555555,40.1,18.346521600000003,1
7,27.166666666666668,11.2,16.576243200000004,1
7,26.166666666666664,14.1,7.2420480000000005,1
7,25.444444444444443,36.5,13.357555200000002,1
6,25.555555555555554,15.7,0.0,1
7,31.11111111111111,15.8,19.312128,1
7,31.11111111111111,15.8,16.2543744,1
7,29.444444444444446,23.7,17.2199808,1
8,27.166666666666668,28.2,10.782604800000001,1
8,28.22222222222222,27.4,18.507456,1
9,25.555555555555554,30.9,21.8870784,1
9,23.499999999999996,17.9,15.288768000000001,1
9,17.666666666666664,50.2,10.782604800000001,1
6,27.166666666666668,17.7,7.2420480000000005,1
8,27.55555555555555,18.8,11.587276800000001,1
5,16.666666666666668,37.7,5.4717696,1
6,32.27777777777777,10.1,23.174553600000003,1
8,30.555555555555554,20.0,13.0356864,1
7,27.166666666666668,13.3,14.8059648,1
5,21.27777777777778,19.1,16.09344,1
7,25.166666666666664,14.5,18.507456,1
8,28.833333333333336,18.6,9.0123264,1
9,22.166666666666668,12.7,14.8059648,1
7,27.666666666666664,13.4,20.1168,1
7,30.05555555555555,14.4,5.4717696,1
9,23.333333333333336,21.4,0.0,1
7,27.166666666666668,20.6,10.782604800000001,1
6,26.666666666666664,14.8,36.693043200000005,1
7,23.833333333333336,17.4,9.0123264,1
7,28.61111111111111,24.7,7.4029824,1
10,10.61111111111111,22.6,4.828032,1
7,28.833333333333336,18.0,13.0356864,1
7,33.55555555555556,12.3,13.518489600000002,1
7,32.72222222222223,15.6,12.07008,1
9,30.888888888888886,21.5,5.149900800000001,1
6,23.833333333333336,19.7,20.1168,1
7,27.111111111111107,24.1,16.4153088,1
8,25.555555555555554,12.3,29.450995200000005,1
8,31.166666666666664,17.2,31.7040768,1
3,25.555555555555554,15.7,23.818291200000004,1
9,18.333333333333332,60.4,38.9461248,1
10,12.999999999999998,30.7,15.4497024,1
6,20.222222222222225,54.2,21.565209600000003,1
7,32.22222222222222,16.4,11.7482112,1
8,23.055555555555554,45.8,11.265408,1
8,28.499999999999996,17.2,13.8403584,1
8,29.555555555555557,19.5,8.368588800000001,1
12,16.5,19.0,19.312128,1
7,32.22222222222222,17.9,9.0123264,1
9,25.166666666666664,23.0,11.4263424,1
9,24.333333333333332,16.9,0.0,1
7,35.05555555555555,13.1,14.8059648,1
8,28.833333333333336,15.5,16.576243200000004,1
8,28.88888888888889,19.0,10.1388672,1
10,20.05555555555555,13.9,5.4717696,1
10,22.166666666666668,23.9,7.2420480000000005,1
10,16.72222222222222,15.5,22.0480128,1
8,29.666666666666668,17.6,8.690457600000002,1
7,30.555555555555554,16.3,25.910438400000004,1
4,16.166666666666668,13.0,36.693043200000005,1
5,24.611111111111107,17.9,14.0012928,1
6,22.166666666666668,28.1,9.3341952,1
2,11.666666666666668,22.9,16.576243200000004,1
6,26.166666666666664,19.6,20.599603200000004,1
3,12.611111111111112,23.0,16.2543744,1
4,14.500000000000002,32.4,26.554176000000002,1
5,20.833333333333336,48.6,29.933798400000004,1
3,13.277777777777777,22.1,18.0246528,1
2,20.05555555555555,21.2,10.782604800000001,1
7,28.055555555555554,37.1,11.104473600000002,1
6,26.166666666666664,26.7,16.576243200000004,1
6,22.166666666666668,35.4,18.346521600000003,1
5,26.166666666666664,15.2,23.818291200000004,1
8,35.05555555555555,7.0,14.8059648,1
7,28.055555555555554,32.5,31.382208000000002,1
7,29.388888888888893,21.9,21.726144,1
5,28.333333333333336,37.9,13.0356864,1
5,23.388888888888886,30.4,23.4964224,1
5,21.611111111111114,11.8,11.909145600000002,1
4,15.055555555555555,13.9,5.4717696,1
6,32.16666666666667,14.9,7.563916800000001,1
6,28.333333333333336,21.6,20.1168,1
8,21.555555555555554,20.6,18.6683904,1
4,22.38888888888889,11.8,49.406860800000004,1
8,33.94444444444444,16.9,25.1057664,1
9,31.666666666666664,17.9,7.563916800000001,1
7,31.333333333333336,11.4,11.587276800000001,1
5,8.833333333333332,43.7,18.346521600000003,1
7,31.05555555555556,12.7,11.104473600000002,1
8,28.055555555555554,26.5,27.6807168,1
8,30.05555555555555,30.9,7.563916800000001,1
8,31.05555555555556,25.6,0.0,1
7,30.05555555555555,20.6,29.450995200000005,1
7,30.05555555555555,27.1,13.0356864,1
7,30.05555555555555,12.5,9.3341952,1
8,33.05555555555556,17.4,0.0,1
8,33.05555555555556,13.1,9.3341952,1
8,27.055555555555557,32.2,24.14016,1
8,27.055555555555557,28.1,7.563916800000001,1
10,19.055555555555554,37.1,5.4717696,1
8,28.055555555555554,23.1,16.576243200000004,1
7,28.27777777777778,30.9,17.380915200000004,1
8,27.055555555555557,36.7,8.5295232,1
8,29.499999999999996,24.6,19.4730624,1
8,30.05555555555555,13.4,16.576243200000004,1
10,19.27777777777778,19.8,25.588569600000003,1
4,22.166666666666668,11.8,25.910438400000004,1
5,25.555555555555554,15.2,5.4717696,1
5,31.166666666666664,9.9,21.565209600000003,1
2,16.666666666666668,16.0,17.541849600000003,1
10,20.05555555555555,13.3,5.4717696,1
7,32.05555555555556,18.4,13.0356864,1
7,33.333333333333336,11.0,13.0356864,1
7,27.833333333333332,30.3,16.576243200000004,1
9,24.055555555555554,31.4,37.014912,1
4,11.055555555555554,23.7,14.8059648,1
6,24.000000000000004,48.1,23.4964224,1
6,22.77777777777778,47.2,24.783897600000003,1
1,15.055555555555555,24.8,20.599603200000004,1
7,30.611111111111107,13.0,20.4386688,1
6,25.11111111111111,37.2,21.565209600000003,1
7,27.5,21.2,11.265408,1
7,28.88888888888889,20.1,20.760537600000003,1
7,29.22222222222222,29.4,13.1966208,1
5,9.444444444444445,50.6,12.874752,1
7,21.05555555555556,17.0,18.346521600000003,1
6,29.055555555555554,18.6,12.391948800000002,1
7,30.05555555555555,19.2,14.0012928,1
6,33.333333333333336,18.4,20.599603200000004,1
7,30.05555555555555,31.2,24.14016,1
6,22.22222222222222,54.3,25.2667008,1
6,26.05555555555556,24.2,13.0356864,1
7,27.055555555555557,19.8,13.0356864,1
8,30.05555555555555,22.1,9.3341952,1
7,30.05555555555555,23.6,18.507456,1
7,31.05555555555556,22.3,20.599603200000004,1
7,24.055555555555554,57.2,25.910438400000004,1
7,24.055555555555554,57.2,25.910438400000004,1
7,23.333333333333336,29.1,9.3341952,1
5,17.055555555555557,10.8,18.346521600000003,1
6,24.333333333333332,37.1,32.0259456,1
6,26.333333333333336,32.5,32.6696832,1
6,27.44444444444445,16.5,20.2777344,1
7,30.444444444444443,30.1,6.5983104,1
7,32.16666666666667,15.4,14.6450304,1
7,32.05555555555556,16.1,13.679424000000001,1
7,30.333333333333332,19.0,21.8870784,1
7,34.833333333333336,12.3,15.6106368,1
5,16.055555555555554,36.2,18.346521600000003,1
7,27.888888888888893,32.9,13.1966208,1
5,15.0,44.9,19.4730624,1
5,20.77777777777778,17.1,29.772864000000002,1
5,28.22222222222222,14.6,17.702784,1
6,25.999999999999996,19.9,49.24592640000001,1
6,22.166666666666668,42.6,20.599603200000004,1
6,27.55555555555555,18.2,33.15248640000001,1
6,37.16666666666667,13.8,13.0356864,1
9,27.055555555555557,30.1,14.8059648,1
7,27.055555555555557,32.2,14.8059648,1
7,31.05555555555556,25.6,0.0,1
7,32.16666666666667,16.8,7.563916800000001,1
10,18.055555555555557,13.9,25.910438400000004,1
6,28.055555555555554,13.0,22.369881600000003,1
7,30.05555555555555,16.7,0.0,1
7,31.05555555555556,23.9,9.3341952,1
7,28.055555555555554,30.4,11.104473600000002,1
7,32.05555555555556,17.1,13.0356864,1
8,28.055555555555554,24.8,16.576243200000004,1
8,28.055555555555554,24.8,16.576243200000004,1
9,22.055555555555557,28.7,16.576243200000004,1
9,16.77777777777778,16.7,17.541849600000003,1
2,-5.166666666666667,46.2,61.155072000000004,1
6,31.333333333333336,23.8,14.162227200000002,1
6,27.833333333333332,17.1,40.7164032,1
9,32.05555555555556,22.6,14.8059648,1
9,32.05555555555556,22.6,14.8059648,1
5,25.444444444444443,11.1,36.37117440000001,1
6,27.166666666666668,9.1,13.0356864,1
6,25.666666666666668,27.7,14.8059648,1
3,14.333333333333332,14.0,14.8059648,1
3,19.777777777777775,8.6,36.0493056,1
3,21.05555555555556,9.1,35.2446336,1
7,28.27777777777778,41.4,25.910438400000004,1
3,13.944444444444446,18.8,26.715110400000004,1
12,9.888888888888888,22.5,13.679424000000001,1
3,14.055555555555554,22.7,29.450995200000005,1
11,17.611111111111114,13.3,18.507456,1
11,15.055555555555555,8.8,13.0356864,1
6,28.055555555555554,24.8,0.0,1
6,31.05555555555556,13.6,9.3341952,1
10,21.77777777777778,18.2,1.4484096000000002,1
11,15.944444444444446,13.1,1.609344,1
10,13.055555555555555,10.9,27.6807168,1
5,12.055555555555557,24.0,13.0356864,1
10,21.22222222222222,13.9,15.4497024,1
11,11.055555555555554,18.7,0.0,1
10,15.055555555555555,38.6,0.0,1
7,29.055555555555554,16.4,13.0356864,1
8,29.055555555555554,25.0,16.576243200000004,1
5,23.055555555555554,29.0,20.599603200000004,1
3,15.055555555555555,14.4,5.4717696,1
8,28.499999999999996,27.0,9.3341952,1
7,21.666666666666664,45.4,9.3341952,1
7,29.055555555555554,14.2,18.346521600000003,1
8,27.722222222222225,31.3,22.530816,1
5,24.333333333333332,33.2,7.563916800000001,1
3,-2.8333333333333344,89.4,18.6683904,1
11,22.166666666666668,10.8,18.6683904,1
1,6.055555555555555,24.2,22.369881600000003,1
5,29.333333333333332,22.3,24.14016,1
6,30.05555555555555,16.7,11.104473600000002,1
6,32.16666666666667,15.6,18.6683904,1
7,28.833333333333336,17.4,25.910438400000004,1
7,30.666666666666668,16.2,33.474355200000005,1
7,30.05555555555555,22.2,13.0356864,1
7,30.666666666666668,17.7,9.3341952,1
8,30.666666666666668,25.8,38.9461248,1
8,34.05555555555556,12.4,5.4717696,1
8,28.833333333333336,29.6,20.599603200000004,1
8,26.666666666666664,35.3,16.576243200000004,1
7,32.22222222222222,11.0,7.563916800000001,1
5,21.05555555555556,13.5,14.8059648,1
6,30.05555555555555,15.5,16.576243200000004,1
6,23.055555555555554,35.7,11.104473600000002,1
6,30.05555555555555,25.3,24.14016,1
7,26.05555555555556,11.7,18.346521600000003,1
7,30.05555555555555,25.3,14.8059648,1
7,30.05555555555555,27.2,10.1388672,1
7,32.05555555555556,12.0,13.0356864,1
7,32.05555555555556,12.9,9.3341952,1
7,30.05555555555555,23.6,13.0356864,1
8,27.166666666666668,19.9,7.563916800000001,1
8,32.05555555555556,17.1,7.563916800000001,1
9,25.05555555555555,18.0,18.346521600000003,1
9,22.055555555555557,33.0,22.369881600000003,1
9,18.055555555555557,22.1,22.369881600000003,1
8,24.055555555555554,41.2,13.0356864,1
9,22.055555555555557,33.0,22.369881600000003,1
5,27.055555555555557,16.0,24.14016,1
7,30.05555555555555,23.6,13.0356864,1
8,33.05555555555556,19.9,9.3341952,1
8,27.055555555555557,32.2,9.3341952,1
8,26.999999999999996,25.6,7.081113600000001,1
2,11.055555555555554,17.2,13.0356864,1
5,29.444444444444446,20.1,23.174553600000003,1
7,29.388888888888893,30.9,23.335488,1
8,32.16666666666667,15.6,13.0356864,1
10,17.166666666666664,29.8,0.0,1
5,30.05555555555555,16.2,25.910438400000004,1
7,31.666666666666664,23.6,22.369881600000003,1
8,32.16666666666667,15.6,13.0356864,1
8,31.166666666666664,15.7,19.151193600000003,1
4,13.833333333333332,28.0,18.6683904,1
6,31.888888888888893,11.8,14.162227200000002,1
5,32.16666666666667,13.4,35.2446336,1
6,25.555555555555554,23.7,22.369881600000003,1
8,28.61111111111111,31.7,13.357555200000002,1
7,31.166666666666664,14.7,7.563916800000001,1
6,32.44444444444445,18.9,23.4964224,1
6,32.22222222222222,19.0,15.288768000000001,1
8,34.77777777777777,20.1,14.162227200000002,1
6,30.666666666666668,9.1,7.563916800000001,1
10,27.055555555555557,30.1,9.3341952,1
7,36.388888888888886,15.2,17.2199808,1
3,9.333333333333332,18.7,0.0,1
5,22.833333333333332,17.2,0.0,1
6,25.666666666666668,14.5,9.3341952,1
7,27.833333333333332,13.3,11.104473600000002,1
7,25.666666666666668,30.8,5.4717696,1
7,25.666666666666668,30.8,5.4717696,1
7,25.666666666666668,23.6,9.3341952,1
10,29.055555555555554,15.3,14.8059648,1
8,33.05555555555556,17.4,5.4717696,1
